2023 Lower Weather Meterological Hourly Data (Summary),,
,,
Reference Dataset with the following format:,,
,"[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",
1/8/2023 5:45,216.9,5.976
1/8/2023 6:00,216.8,5.482
1/8/2023 6:15,216.3,5.583
1/8/2023 6:30,216.8,6.016
1/8/2023 6:45,216.8,6.39
1/8/2023 7:00,216.6,5.946
1/8/2023 7:15,216.8,5.976
1/8/2023 7:30,216.8,5.946
1/8/2023 7:45,216.8,6.047
1/8/2023 8:00,216.8,6.209
1/8/2023 8:15,216.8,5.986
1/8/2023 8:30,216.8,5.238
1/8/2023 8:45,216.9,5.896
1/8/2023 9:00,216.9,6.219
1/8/2023 9:15,216.9,6.996
1/8/2023 9:30,216.6,8.12
1/8/2023 9:45,216.8,7.51
1/8/2023 10:00,216.7,6.652
1/8/2023 10:15,216.8,7.208
1/8/2023 10:30,216.8,7.37
1/8/2023 10:45,216.8,6.652
1/8/2023 11:00,216.7,7.52
1/8/2023 11:15,216.4,6.844
1/8/2023 11:30,216.6,7.036
1/8/2023 11:45,216.9,6.895
1/8/2023 12:00,216.7,6.148
1/8/2023 12:15,216.4,5.926
1/8/2023 12:30,216.8,5.028
1/8/2023 12:45,216.7,5.057
1/8/2023 13:00,216.6,5.3
1/8/2023 13:15,216.9,5.351
1/8/2023 13:30,216.9,5.038
1/8/2023 13:45,216.9,4.937
1/8/2023 14:00,216.9,5.28
1/8/2023 14:15,216.9,5.906
1/8/2023 14:30,216.9,6.199
1/8/2023 14:45,216.8,6.512
1/8/2023 15:00,216.9,6.592
1/8/2023 15:15,217,6.733
1/8/2023 15:30,217,6.673
1/8/2023 15:45,216.8,6.633
1/8/2023 16:00,216.7,6.784
1/8/2023 16:15,216.8,6.462
1/8/2023 16:30,217.2,6.41
1/8/2023 16:45,216.8,6.421
1/8/2023 17:00,217,6.491
1/8/2023 17:15,217,6.138
1/8/2023 17:30,216.8,5.624
1/8/2023 17:45,216.8,5.138
1/8/2023 18:00,216.9,4.512
1/8/2023 18:15,216.8,4.17
1/8/2023 18:30,216.9,4.814
1/8/2023 18:45,216.9,3.522
1/8/2023 19:00,216.9,3.27
1/8/2023 19:15,216.9,2.845
1/8/2023 19:30,216.9,2.674
1/8/2023 19:45,217,1.884
1/8/2023 20:00,216.9,2.128
1/8/2023 20:15,217,2.532
1/8/2023 20:30,217,2.33
1/8/2023 20:45,217,2.976
1/8/2023 21:00,217,3.572
1/8/2023 21:15,217.1,3.966
1/8/2023 21:30,217,2.896
1/8/2023 21:45,216.9,2.875
1/8/2023 22:00,216.9,3.088
1/8/2023 22:15,216.9,3.25
1/8/2023 22:30,216.9,4.138
1/8/2023 22:45,216.9,5.32
1/8/2023 23:00,216.9,5.2
1/8/2023 23:15,216.9,5.169
1/8/2023 23:30,217,5.138
1/8/2023 23:45,216.9,5.18
1/9/2023 0:00,216.9,5.2
1/9/2023 0:15,216.9,5.057
1/9/2023 0:30,217,4.492
1/9/2023 0:45,216.9,4.26
1/9/2023 1:00,216.9,4.149
1/9/2023 1:15,216.9,4.33
1/9/2023 1:30,216.9,4.684
1/9/2023 1:45,217,4.573
1/9/2023 2:00,216.9,4.795
1/9/2023 2:15,216.9,5.27
1/9/2023 2:30,216.9,4.674
1/9/2023 2:45,217,4.402
1/9/2023 3:00,217,4.532
1/9/2023 3:15,216.9,4.25
1/9/2023 3:30,216.9,4.39
1/9/2023 3:45,216.8,4.512
1/9/2023 4:00,216.9,4.734
1/9/2023 4:15,217.1,4.542
1/9/2023 4:30,216.9,4.775
1/9/2023 4:45,216.6,4.694
1/9/2023 5:00,217.3,4.795
1/9/2023 5:15,216.9,4.956
1/9/2023 5:30,216.5,5.159
1/9/2023 5:45,216.8,4.997
1/9/2023 6:00,216.9,5.138
1/9/2023 6:15,216.9,5.108
1/9/2023 6:30,216.9,4.775
1/9/2023 6:45,217,4.512
1/9/2023 7:00,216.9,5.462
1/9/2023 7:15,217,5.986
1/9/2023 7:30,216.8,6.35
1/9/2023 7:45,217,5.643
1/9/2023 8:00,216.9,5.442
1/9/2023 8:15,216.4,5.462
1/9/2023 8:30,216.9,5.411
1/9/2023 8:45,216.8,5.522
1/9/2023 9:00,216.9,5.562
1/9/2023 9:15,216.9,5.18
1/9/2023 9:30,216.9,5.3
1/9/2023 9:45,216.7,3.946
1/9/2023 10:00,216.2,4.361
1/9/2023 10:15,217,3.784
1/9/2023 10:30,216.9,3.482
1/9/2023 10:45,217.1,3.38
1/9/2023 11:00,217.2,3.632
1/9/2023 11:15,217.1,3.825
1/9/2023 11:30,217.5,4.522
1/9/2023 11:45,217.8,4.785
1/9/2023 12:00,218,5.118
1/9/2023 12:15,218.2,5.25
1/9/2023 12:30,218.3,4.956
1/9/2023 12:45,218.5,4.835
1/9/2023 13:00,218.7,4.614
1/9/2023 13:15,218.6,5.148
1/9/2023 13:30,218.7,5.744
1/9/2023 13:45,219.2,5.835
1/9/2023 14:00,218.7,5.926
1/9/2023 14:15,218.9,6.38
1/9/2023 14:30,218.6,6.753
1/9/2023 14:45,218.6,6.652
1/9/2023 15:00,218.7,6.694
1/9/2023 15:15,218.7,6.824
1/9/2023 15:30,218.7,7.056
1/9/2023 15:45,218.6,7.016
1/9/2023 16:00,218.6,6.753
1/9/2023 16:15,218.5,6.572
1/9/2023 16:30,218.8,6.37
1/9/2023 16:45,218.6,6.158
1/9/2023 17:00,218.7,5.946
1/9/2023 17:15,218.7,6.248
1/9/2023 17:30,218.7,5.866
1/9/2023 17:45,218.7,6.189
1/9/2023 18:00,218.8,6.269
1/9/2023 18:15,218.8,6.057
1/9/2023 18:30,218.8,5.724
1/9/2023 18:45,218.8,5.664
1/9/2023 19:00,218.8,5.643
1/9/2023 19:15,218.8,5.472
1/9/2023 19:30,218.7,5.32
1/9/2023 19:45,218.7,4.411
1/9/2023 20:00,218.7,3.422
1/9/2023 20:15,218.7,2.936
1/9/2023 20:30,218.7,2.936
1/9/2023 20:45,218.7,2.562
1/9/2023 21:00,218.7,2.45
1/9/2023 21:15,218.8,2.683
1/9/2023 21:30,218.8,2.774
1/9/2023 21:45,218.8,2.633
1/9/2023 22:00,218.7,2.784
1/9/2023 22:15,218.8,3.118
1/9/2023 22:30,218.8,2.976
1/9/2023 22:45,218.7,3.118
1/9/2023 23:00,218.7,3.148
1/9/2023 23:15,218.7,2.855
1/9/2023 23:30,218.8,2.865
1/9/2023 23:45,218.7,2.855
1/10/2023 0:00,218.7,2.572
1/10/2023 0:15,218.7,2.622
1/10/2023 0:30,218.7,2.643
1/10/2023 0:45,218.7,2.612
1/10/2023 1:00,218.8,2.249
1/10/2023 1:15,218.8,2.067
1/10/2023 1:30,218.9,1.763
1/10/2023 1:45,218.7,2.006
1/10/2023 2:00,218.9,1.844
1/10/2023 2:15,218.8,1.722
1/10/2023 2:30,218.8,1.804
1/10/2023 2:45,218.9,2.016
1/10/2023 3:00,218.8,2.228
1/10/2023 3:15,218.9,2.532
1/10/2023 3:30,218.8,2.37
1/10/2023 3:45,218.9,1.622
1/10/2023 4:00,218.9,2.158
1/10/2023 4:15,218.9,1.844
1/10/2023 4:30,218.9,1.52
1/10/2023 4:45,218.9,1.783
1/10/2023 5:00,218.9,1.156
1/10/2023 5:15,218.8,-0.38
1/10/2023 5:30,218.9,-0.422
1/10/2023 5:45,218.8,-0.756
1/10/2023 6:00,218.8,-0.442
1/10/2023 6:15,218.8,0.246
1/10/2023 6:30,218.9,1.176
1/10/2023 6:45,219,1.369
1/10/2023 7:00,218.8,1.318
1/10/2023 7:15,218.8,0.994
1/10/2023 7:30,218.9,1.156
1/10/2023 7:45,218.8,2.268
1/10/2023 8:00,218.8,2.35
1/10/2023 8:15,218.9,2.541
1/10/2023 8:30,218.9,3.118
1/10/2023 8:45,218.9,2.541
1/10/2023 9:00,218.9,3.825
1/10/2023 9:15,218.9,3.654
1/10/2023 9:30,218.9,4.31
1/10/2023 9:45,218.8,2.208
1/10/2023 10:00,218.9,3.148
1/10/2023 10:15,218.9,4.956
1/10/2023 10:30,218.8,3.159
1/10/2023 10:45,218.8,1.824
1/10/2023 11:00,218.8,1.338
1/10/2023 11:15,218.8,3.26
1/10/2023 11:30,218.8,1.156
1/10/2023 11:45,218.8,0.873
1/10/2023 12:00,218.8,0.792
1/10/2023 12:15,218.7,1.652
1/10/2023 12:30,218.8,1.906
1/10/2023 12:45,218.7,1.722
1/10/2023 13:00,218.8,2.855
1/10/2023 13:15,219,5.785
1/10/2023 13:30,218.8,5.472
1/10/2023 13:45,218.8,4.3
1/10/2023 14:00,218.9,1.379
1/10/2023 14:15,218.8,0.975
1/10/2023 14:30,218.8,0.752
1/10/2023 14:45,218.8,0.448
1/10/2023 15:00,219.2,-0.016
1/10/2023 15:15,219.7,-0.006
1/10/2023 15:30,220.9,-0.078
1/10/2023 15:45,221,0.126
1/10/2023 16:00,221.1,0.003
1/10/2023 16:15,221.1,-0.088
1/10/2023 16:30,221.2,-0.057
1/10/2023 16:45,221.1,0.024
1/10/2023 17:00,221.2,-0.016
1/10/2023 17:15,221.2,0.114
1/10/2023 17:30,221.2,0.297
1/10/2023 17:45,221.2,0.448
1/10/2023 18:00,221.2,0.499
1/10/2023 18:15,221.2,0.508
1/10/2023 18:30,221.3,1.258
1/10/2023 18:45,221.3,1.207
1/10/2023 19:00,221.2,1.277
1/10/2023 19:15,221.3,1.035
1/10/2023 19:30,221.3,2.067
1/10/2023 19:45,221.3,1.744
1/10/2023 20:00,221.3,1.551
1/10/2023 20:15,221.1,1.4
1/10/2023 20:30,221.3,1.439
1/10/2023 20:45,221.3,1.53
1/10/2023 21:00,221.3,1.186
1/10/2023 21:15,221.2,1.42
1/10/2023 21:30,221.3,1.925
1/10/2023 21:45,221.3,2.249
1/10/2023 22:00,221.4,1.986
1/10/2023 22:15,221.3,1.925
1/10/2023 22:30,221.3,1.722
1/10/2023 22:45,221.3,1.966
1/10/2023 23:00,221.3,1.915
1/10/2023 23:15,221.4,2.208
1/10/2023 23:30,221.4,2.026
1/10/2023 23:45,221.4,2.046
1/11/2023 0:00,221.5,1.906
1/11/2023 0:15,221.6,1.854
1/11/2023 0:30,221.8,1.601
1/11/2023 0:45,221.9,1.935
1/11/2023 1:00,221.8,1.763
1/11/2023 1:15,221.9,1.763
1/11/2023 1:30,221.8,1.591
1/11/2023 1:45,221.9,1.601
1/11/2023 2:00,222.1,1.773
1/11/2023 2:15,222,1.744
1/11/2023 2:30,222,1.652
1/11/2023 2:45,222.1,1.642
1/11/2023 3:00,222,2.693
1/11/2023 3:15,222,1.722
1/11/2023 3:30,222,2.259
1/11/2023 3:45,222.1,2.249
1/11/2023 4:00,222,2.208
1/11/2023 4:15,222,1.884
1/11/2023 4:30,221.9,1.804
1/11/2023 4:45,222,1.601
1/11/2023 5:00,222,1.056
1/11/2023 5:15,222,1.935
1/11/2023 5:30,222,1.945
1/11/2023 5:45,222,2.259
1/11/2023 6:00,222,2.026
1/11/2023 6:15,222,1.844
1/11/2023 6:30,222,2.288
1/11/2023 6:45,222,1.722
1/11/2023 7:00,222,1.582
1/11/2023 7:15,222,1.954
1/11/2023 7:30,222,1.915
1/11/2023 7:45,222.1,2.268
1/11/2023 8:00,222,1.42
1/11/2023 8:15,222,0.842
1/11/2023 8:30,222,0.792
1/11/2023 8:45,221.9,0.307
1/11/2023 9:00,221.9,0.307
1/11/2023 9:15,221.9,1.298
1/11/2023 9:30,222,1.884
1/11/2023 9:45,222,2.067
1/11/2023 10:00,222,2.855
1/11/2023 10:15,222,5.078
1/11/2023 10:30,221.9,4.785
1/11/2023 10:45,222,5.926
1/11/2023 11:00,221.8,5.34
1/11/2023 11:15,221.8,6.108
1/11/2023 11:30,221.8,4.956
1/11/2023 11:45,221.8,4.512
1/11/2023 12:00,221.8,4.482
1/11/2023 12:15,221.6,4.532
1/11/2023 12:30,221.7,5.018
1/11/2023 12:45,221.7,5.038
1/11/2023 13:00,221.7,4.795
1/11/2023 13:15,221.7,4.876
1/11/2023 13:30,221.7,4.986
1/11/2023 13:45,221.7,5.28
1/11/2023 14:00,221.7,5.814
1/11/2023 14:15,221.7,5.814
1/11/2023 14:30,221.7,6.329
1/11/2023 14:45,221.7,6.35
1/11/2023 15:00,221.6,6.219
1/11/2023 15:15,221.5,5.624
1/11/2023 15:30,221.6,6.007
1/11/2023 15:45,221.6,6.3
1/11/2023 16:00,221.6,5.886
1/11/2023 16:15,221.5,5.502
1/11/2023 16:30,221.6,4.714
1/11/2023 16:45,221.5,4.37
1/11/2023 17:00,221.6,4.31
1/11/2023 17:15,221.6,4.008
1/11/2023 17:30,221.6,3.765
1/11/2023 17:45,221.6,3.623
1/11/2023 18:00,221.6,3.218
1/11/2023 18:15,221.6,4.33
1/11/2023 18:30,221.5,4.138
1/11/2023 18:45,221.6,4.39
1/11/2023 19:00,221.6,4.472
1/11/2023 19:15,221.7,4.552
1/11/2023 19:30,221.6,4.442
1/11/2023 19:45,221.6,4.472
1/11/2023 20:00,221.8,4.25
1/11/2023 20:15,221.6,4.432
1/11/2023 20:30,221.6,4.552
1/11/2023 20:45,221.6,4.37
1/11/2023 21:00,221.7,4.27
1/11/2023 21:15,221.6,4.39
1/11/2023 21:30,221.7,4.411
1/11/2023 21:45,221.7,4.472
1/11/2023 22:00,221.6,4.452
1/11/2023 22:15,221.7,4.33
1/11/2023 22:30,221.6,4.442
1/11/2023 22:45,221.7,4.704
1/11/2023 23:00,221.7,4.684
1/11/2023 23:15,221.7,5.018
1/11/2023 23:30,221.7,4.916
1/11/2023 23:45,221.6,4.664
1/12/2023 0:00,221.6,4.814
1/12/2023 0:15,221.7,4.654
1/12/2023 0:30,221.7,5.522
1/12/2023 0:45,221.7,5.3
1/12/2023 1:00,221.7,4.896
1/12/2023 1:15,221.7,4.866
1/12/2023 1:30,221.7,4.614
1/12/2023 1:45,221.6,4.573
1/12/2023 2:00,221.6,4.532
1/12/2023 2:15,221.6,4.37
1/12/2023 2:30,221.6,4.351
1/12/2023 2:45,221.6,4.219
1/12/2023 3:00,221.6,4.31
1/12/2023 3:15,221.6,4.17
1/12/2023 3:30,221.6,4.057
1/12/2023 3:45,221.7,4.27
1/12/2023 4:00,221.5,4.552
1/12/2023 4:15,221.7,4.482
1/12/2023 4:30,221.6,4.492
1/12/2023 4:45,221.7,4.33
1/12/2023 5:00,221.7,3.946
1/12/2023 5:15,221.6,4.17
1/12/2023 5:30,221.6,4.189
1/12/2023 5:45,221.7,4.228
1/12/2023 6:00,221.7,4.18
1/12/2023 6:15,221.6,4.411
1/12/2023 6:30,221.7,4.573
1/12/2023 6:45,221.5,4.754
1/12/2023 7:00,221.7,4.492
1/12/2023 7:15,221.7,4.694
1/12/2023 7:30,221.7,4.754
1/12/2023 7:45,221.7,4.754
1/12/2023 8:00,221.7,4.814
1/12/2023 8:15,221.7,4.835
1/12/2023 8:30,221.7,5.118
1/12/2023 8:45,221.6,5.007
1/12/2023 9:00,221.7,5.118
1/12/2023 9:15,221.7,5.148
1/12/2023 9:30,221.6,5.19
1/12/2023 9:45,221.7,5.744
1/12/2023 10:00,221.9,6.228
1/12/2023 10:15,221.7,6.32
1/12/2023 10:30,221.7,6.118
1/12/2023 10:45,221.7,6.329
1/12/2023 11:00,221.6,6.34
1/12/2023 11:15,221.6,6.39
1/12/2023 11:30,221.5,6.512
1/12/2023 11:45,221.6,6.652
1/12/2023 12:00,221.6,6.633
1/12/2023 12:15,221.6,6.814
1/12/2023 12:30,221.6,7.318
1/12/2023 12:45,221.6,8.11
1/12/2023 13:00,221.6,7.632
1/12/2023 13:15,221.6,7.843
1/12/2023 13:30,221.6,8.2
1/12/2023 13:45,221.5,9.55
1/12/2023 14:00,221.5,9.05
1/12/2023 14:15,221.5,8.82
1/12/2023 14:30,221.5,8.77
1/12/2023 14:45,221.5,8.77
1/12/2023 15:00,221.6,9.44
1/12/2023 15:15,221.5,9.49
1/12/2023 15:30,221.5,8.95
1/12/2023 15:45,221.5,9.74
1/12/2023 16:00,221.5,10
1/12/2023 16:15,221.4,9.72
1/12/2023 16:30,221.4,8.76
1/12/2023 16:45,221.5,8.41
1/12/2023 17:00,221.4,8.13
1/12/2023 17:15,221.4,8.17
1/12/2023 17:30,221.5,8.67
1/12/2023 17:45,221.4,8.13
1/12/2023 18:00,221.4,8.51
1/12/2023 18:15,221.5,8.75
1/12/2023 18:30,221.6,8.91
1/12/2023 18:45,221.4,8.27
1/12/2023 19:00,221.4,8.55
1/12/2023 19:15,221.4,8.84
1/12/2023 19:30,221.3,8.21
1/12/2023 19:45,221.5,8.75
1/12/2023 20:00,221.5,8.49
1/12/2023 20:15,221.5,8.51
1/12/2023 20:30,221.4,5.39
1/12/2023 20:45,221.4,4.432
1/12/2023 21:00,221.5,3.775
1/12/2023 21:15,221.5,2.946
1/12/2023 21:30,221.5,2.532
1/12/2023 21:45,221.5,2.056
1/12/2023 22:00,221.5,1.824
1/12/2023 22:15,221.6,1.318
1/12/2023 22:30,221.6,1.734
1/12/2023 22:45,221.5,1.945
1/12/2023 23:00,221.6,1.925
1/12/2023 23:15,221.6,2.572
1/12/2023 23:30,221.6,5.886
1/12/2023 23:45,221.7,4.128
1/13/2023 0:00,221.6,4.744
1/13/2023 0:15,221.6,6.613
1/13/2023 0:30,221.6,4.856
1/13/2023 0:45,221.7,6.076
1/13/2023 1:00,221.7,1.137
1/13/2023 1:15,221.6,1.196
1/13/2023 1:30,221.6,1.449
1/13/2023 1:45,221.6,0.792
1/13/2023 2:00,221.6,0.62
1/13/2023 2:15,221.6,0.813
1/13/2023 2:30,221.7,0.408
1/13/2023 2:45,221.6,0.378
1/13/2023 3:00,221.8,1.449
1/13/2023 3:15,221.8,2.33
1/13/2023 3:30,221.7,2.309
1/13/2023 3:45,221.7,1.5
1/13/2023 4:00,221.7,1.338
1/13/2023 4:15,221.7,1.43
1/13/2023 4:30,221.7,1.682
1/13/2023 4:45,221.7,1.601
1/13/2023 5:00,221.7,1.834
1/13/2023 5:15,221.8,0.57
1/13/2023 5:30,221.8,1.582
1/13/2023 5:45,221.8,2.249
1/13/2023 6:00,221.9,2.39
1/13/2023 6:15,221.7,2.794
1/13/2023 6:30,221.8,2.916
1/13/2023 6:45,221.8,5.764
1/13/2023 7:00,221.8,8.71
1/13/2023 7:15,221.8,5.442
1/13/2023 7:30,221.7,4.492
1/13/2023 7:45,221.7,1.734
1/13/2023 8:00,221.7,1.794
1/13/2023 8:15,221.7,1.46
1/13/2023 8:30,221.7,1.744
1/13/2023 8:45,221.7,4.947
1/13/2023 9:00,221.8,9.44
1/13/2023 9:15,221.7,3.603
1/13/2023 9:30,221.7,4.108
1/13/2023 9:45,221.7,3.068
1/13/2023 10:00,221.7,3.572
1/13/2023 10:15,221.7,9.53
1/13/2023 10:30,221.7,9.36
1/13/2023 10:45,221.7,4.25
1/13/2023 11:00,221.8,4.27
1/13/2023 11:15,221.6,2.976
1/13/2023 11:30,221.7,3.623
1/13/2023 11:45,221.7,4.24
1/13/2023 12:00,221.7,4.956
1/13/2023 12:15,221.7,6.067
1/13/2023 12:30,221.7,10.26
1/13/2023 12:45,221.7,7.5
1/13/2023 13:00,221.6,8.75
1/13/2023 13:15,221.6,9.38
1/13/2023 13:30,221.5,10.13
1/13/2023 13:45,221.5,10.42
1/13/2023 14:00,221.5,7.419
1/13/2023 14:15,221.5,6.148
1/13/2023 14:30,221.5,6.3
1/13/2023 14:45,221.5,6.4
1/13/2023 15:00,221.4,6.764
1/13/2023 15:15,221.5,7.036
1/13/2023 15:30,221.6,7.833
1/13/2023 15:45,221.6,6.753
1/13/2023 16:00,221.5,6.552
1/13/2023 16:15,221.5,5.26
1/13/2023 16:30,221.5,5.361
1/13/2023 16:45,221.5,6.854
1/13/2023 17:00,221.5,7.138
1/13/2023 17:15,221.6,7.994
1/13/2023 17:30,221.5,5.3
1/13/2023 17:45,221.6,4.552
1/13/2023 18:00,221.5,4.916
1/13/2023 18:15,221.5,5.684
1/13/2023 18:30,221.6,6.673
1/13/2023 18:45,221.6,5.562
1/13/2023 19:00,221.6,5.18
1/13/2023 19:15,221.7,8.21
1/13/2023 19:30,221.7,9.08
1/13/2023 19:45,221.7,7.118
1/13/2023 20:00,221.7,7.44
1/13/2023 20:15,221.7,7.198
1/13/2023 20:30,222.2,6.794
1/13/2023 20:45,222.6,6.028
1/13/2023 21:00,223.4,5.805
1/13/2023 21:15,224,4.916
1/13/2023 21:30,224.3,5.209
1/13/2023 21:45,224.8,4.814
1/13/2023 22:00,224.8,4.492
1/13/2023 22:15,225.1,5.684
1/13/2023 22:30,225.2,5.643
1/13/2023 22:45,225.3,5.532
1/13/2023 23:00,225.4,5.159
1/13/2023 23:15,225.7,5.39
1/13/2023 23:30,226,5.432
1/13/2023 23:45,226.1,5.33
1/14/2023 0:00,226.2,5.896
1/14/2023 0:15,226.2,5.785
1/14/2023 0:30,226.2,5.926
1/14/2023 0:45,226.2,6.047
1/14/2023 1:00,226.2,5.996
1/14/2023 1:15,226.1,6.31
1/14/2023 1:30,226.4,5.886
1/14/2023 1:45,226.2,5.583
1/14/2023 2:00,226.2,5.886
1/14/2023 2:15,226.2,5.966
1/14/2023 2:30,226.2,6.228
1/14/2023 2:45,226.2,6.148
1/14/2023 3:00,226.2,6.067
1/14/2023 3:15,226.2,5.824
1/14/2023 3:30,226.1,6.168
1/14/2023 3:45,226.2,5.562
1/14/2023 4:00,226.2,6.148
1/14/2023 4:15,226.1,5.542
1/14/2023 4:30,226.1,5.4
1/14/2023 4:45,226.1,4.805
1/14/2023 5:00,226.1,4.927
1/14/2023 5:15,226.1,5.057
1/14/2023 5:30,226.2,5.38
1/14/2023 5:45,226.2,5.614
1/14/2023 6:00,226.3,5.542
1/14/2023 6:15,226.3,5.512
1/14/2023 6:30,226.2,5.371
1/14/2023 6:45,226.2,5.2
1/14/2023 7:00,226.2,5.562
1/14/2023 7:15,226.3,6.248
1/14/2023 7:30,226.3,6.31
1/14/2023 7:45,226.2,6.228
1/14/2023 8:00,226.1,6.592
1/14/2023 8:15,226.2,6.128
1/14/2023 8:30,226.2,6.4
1/14/2023 8:45,226.1,6.028
1/14/2023 9:00,226.2,6.28
1/14/2023 9:15,226.2,6.914
1/14/2023 9:30,226.1,6.986
1/14/2023 9:45,226.1,7.198
1/14/2023 10:00,226.1,7.046
1/14/2023 10:15,226.1,6.956
1/14/2023 10:30,226.1,6.753
1/14/2023 10:45,226.2,6.512
1/14/2023 11:00,226,7.076
1/14/2023 11:15,226.1,7.4
1/14/2023 11:30,226.2,7.762
1/14/2023 11:45,226.2,7.53
1/14/2023 12:00,226.1,6.976
1/14/2023 12:15,226.1,6.986
1/14/2023 12:30,226.1,6.895
1/14/2023 12:45,226.1,6.854
1/14/2023 13:00,226,6.694
1/14/2023 13:15,226.2,7.4
1/14/2023 13:30,226.1,7.318
1/14/2023 13:45,226.2,7.632
1/14/2023 14:00,226.1,7.561
1/14/2023 14:15,226,8.05
1/14/2023 14:30,226,8.19
1/14/2023 14:45,226.1,7.46
1/14/2023 15:00,225.9,7.984
1/14/2023 15:15,225.9,8.08
1/14/2023 15:30,226,8.18
1/14/2023 15:45,225.7,8.05
1/14/2023 16:00,225.9,8.07
1/14/2023 16:15,225.9,8.11
1/14/2023 16:30,225.9,7.984
1/14/2023 16:45,225.9,7.984
1/14/2023 17:00,225.9,7.944
1/14/2023 17:15,225.8,7.642
1/14/2023 17:30,225.9,6.481
1/14/2023 17:45,225.9,5.604
1/14/2023 18:00,226.1,5.39
1/14/2023 18:15,226.1,4.532
1/14/2023 18:30,226.5,4.532
1/14/2023 18:45,226.7,4.452
1/14/2023 19:00,227,4.351
1/14/2023 19:15,227.3,3.946
1/14/2023 19:30,227.8,4.047
1/14/2023 19:45,227.7,4.966
1/14/2023 20:00,227.9,5.32
1/14/2023 20:15,228,4.835
1/14/2023 20:30,228.1,4.452
1/14/2023 20:45,227.9,4.552
1/14/2023 21:00,227.9,4.452
1/14/2023 21:15,228.1,4.633
1/14/2023 21:30,227.9,4.916
1/14/2023 21:45,228,4.947
1/14/2023 22:00,228,5.238
1/14/2023 22:15,227.9,5.2
1/14/2023 22:30,227.8,5.432
1/14/2023 22:45,228,5.33
1/14/2023 23:00,227.9,5.442
1/14/2023 23:15,227.9,5.33
1/14/2023 23:30,227.9,5.28
1/14/2023 23:45,227.9,5.25
1/15/2023 0:00,227.9,5.238
1/15/2023 0:15,227.9,4.714
1/15/2023 0:30,227.9,4.17
1/15/2023 0:45,227.9,4.31
1/15/2023 1:00,227.9,4.17
1/15/2023 1:15,227.9,4.078
1/15/2023 1:30,227.9,4.118
1/15/2023 1:45,227.9,4.128
1/15/2023 2:00,227.9,3.987
1/15/2023 2:15,227.9,3.876
1/15/2023 2:30,227.9,4.158
1/15/2023 2:45,227.9,4.361
1/15/2023 3:00,227.9,4.209
1/15/2023 3:15,227.9,3.997
1/15/2023 3:30,227.9,3.886
1/15/2023 3:45,227.9,3.664
1/15/2023 4:00,227.9,3.714
1/15/2023 4:15,228,3.734
1/15/2023 4:30,227.9,3.684
1/15/2023 4:45,227.9,3.684
1/15/2023 5:00,228,3.482
1/15/2023 5:15,228,3.401
1/15/2023 5:30,227.9,3.218
1/15/2023 5:45,227.9,2.774
1/15/2023 6:00,228.1,2.633
1/15/2023 6:15,228.1,2.592
1/15/2023 6:30,228,2.492
1/15/2023 6:45,228.1,2.633
1/15/2023 7:00,228.1,2.764
1/15/2023 7:15,228.1,2.693
1/15/2023 7:30,228.1,2.612
1/15/2023 7:45,228.1,2.713
1/15/2023 8:00,228.3,2.814
1/15/2023 8:15,228.3,3.188
1/15/2023 8:30,228.3,2.875
1/15/2023 8:45,228.5,2.654
1/15/2023 9:00,228.8,3.098
1/15/2023 9:15,228.8,2.774
1/15/2023 9:30,228.8,2.572
1/15/2023 9:45,228.8,2.532
1/15/2023 10:00,228.8,2.734
1/15/2023 10:15,228.8,3.036
1/15/2023 10:30,228.8,3.684
1/15/2023 10:45,228.8,5.26
1/15/2023 11:00,228.9,4.896
1/15/2023 11:15,228.9,5.118
1/15/2023 11:30,228.9,4.552
1/15/2023 11:45,228.8,4.502
1/15/2023 12:00,228.7,3.644
1/15/2023 12:15,228.7,4.766
1/15/2023 12:30,228.7,4.785
1/15/2023 12:45,228.7,5.067
1/15/2023 13:00,228.7,5.27
1/15/2023 13:15,228.7,4.522
1/15/2023 13:30,228.7,5.704
1/15/2023 13:45,228.6,5.704
1/15/2023 14:00,228.6,5.462
1/15/2023 14:15,228.6,5.18
1/15/2023 14:30,228.6,5.31
1/15/2023 14:45,228.2,5.684
1/15/2023 15:00,228.5,5.31
1/15/2023 15:15,228.6,5.542
1/15/2023 15:30,228.6,5.4
1/15/2023 15:45,228.6,5.238
1/15/2023 16:00,228.6,5.39
1/15/2023 16:15,228.6,4.876
1/15/2023 16:30,228.5,5.007
1/15/2023 16:45,228.5,4.835
1/15/2023 17:00,228.6,5.018
1/15/2023 17:15,228.6,4.805
1/15/2023 17:30,228.6,4.674
1/15/2023 17:45,228.6,4.028
1/15/2023 18:00,228.6,3.734
1/15/2023 18:15,228.6,3.542
1/15/2023 18:30,228.6,2.966
1/15/2023 18:45,228.6,3.017
1/15/2023 19:00,228.5,2.896
1/15/2023 19:15,228.6,2.633
1/15/2023 19:30,228.5,2.471
1/15/2023 19:45,228.5,2.481
1/15/2023 20:00,228.6,2.37
1/15/2023 20:15,228.6,2.138
1/15/2023 20:30,228.7,2.067
1/15/2023 20:45,228.7,2.026
1/15/2023 21:00,228.7,1.976
1/15/2023 21:15,228.6,2.087
1/15/2023 21:30,228.7,2.34
1/15/2023 21:45,228.7,2.158
1/15/2023 22:00,228.7,2.128
